sim_id,n_participants,decision_0_10s,decision_10_20s,decision_20_60s,h2_supported,overall_decision,hdi_0_10s_lower,hdi_0_10s_upper,hdi_10_20s_lower,hdi_10_20s_upper,hdi_20_60s_lower,hdi_20_60s_upper,mean_0_10s,mean_10_20s,mean_20_60s
3,60,PRESENT,UNDECIDED,ABSENT,TRUE,DECIDED,0.22354816220965884,0.30586580120395324,-0.018781421104906215,0.06139530181975786,-0.03221357687136872,0.04886567508971687,0.2633845793076307,0.019526404276168606,0.00730603783412092
4,60,PRESENT,UNDECIDED,UNDECIDED,FALSE,UNDECIDED,0.23369469329575834,0.31480935941931487,-0.07087922219409915,0.011076786818401907,-0.023336926070785913,0.05616091968301634,0.2743443269023492,-0.030828116383605213,0.017725209155140573
4,90,PRESENT,ABSENT,ABSENT,TRUE,DECIDED,0.24676054884619833,0.3119835398195009,-0.04069559868472883,0.02576530662066756,-0.029746978977697403,0.03617907193364084,0.2786661850698371,-0.00823532447836648,0.0010358355631179233
7,60,PRESENT,UNDECIDED,ABSENT,TRUE,DECIDED,0.21661596146472634,0.29847918589284617,-0.02872194324378957,0.05363664267590654,-0.043776013304221595,0.03772964594966305,0.25859758600937727,0.011895028207070698,-0.004173940868760406
8,60,PRESENT,UNDECIDED,ABSENT,TRUE,DECIDED,0.2739409653903205,0.3532338957686985,-0.062312845213462476,0.018141200647617317,-0.038301709415535734,0.04211946720415283,0.31057596341901356,-0.020048281700567716,0.00215148209041833
11,60,PRESENT,ABSENT,ABSENT,TRUE,DECIDED,0.24734214404718186,0.3235071192037082,-0.0410850212858368,0.03611328414820508,-0.03262996025759779,0.04667231123109006,0.2838409569218598,-0.0037898576422750645,0.006478427300369171
15,60,PRESENT,UNDECIDED,ABSENT,TRUE,DECIDED,0.2556892812397298,0.3345357020968145,-0.012999442420395968,0.06519057714002605,-0.04128827945378288,0.036339994494491434,0.2973605448366164,0.025163038530151224,0.0010422498238572319
20,60,PRESENT,UNDECIDED,ABSENT,TRUE,DECIDED,0.24424214236751185,0.3246873406717108,-0.06182485398183263,0.016136818649042817,-0.039610197375145706,0.04144617820971158,0.2853163916204071,-0.025310451382780312,0.0014949459937922062
42,60,PRESENT,UNDECIDED,UNDECIDED,FALSE,UNDECIDED,0.25394938416813545,0.3348854366248573,-0.018769919034006932,0.057973774523323696,-0.022729910706363488,0.05355142236108035,0.2922285212439351,0.02049149671602204,0.015884902104858115
42,90,PRESENT,UNDECIDED,ABSENT,TRUE,DECIDED,0.26421615835453105,0.33003287079543053,-0.013580837792416478,0.05095132318045781,-0.01955716238194488,0.04545828327613746,0.29666550852182766,0.018922459557757308,0.013288329997541995
46,60,PRESENT,UNDECIDED,UNDECIDED,FALSE,UNDECIDED,0.2172724053720765,0.29467644257727477,-0.025802993691476872,0.05319194408492556,-0.0677309558036659,0.015918963434909394,0.2525677035683208,0.013426107910547644,-0.027536993825589755
46,90,PRESENT,ABSENT,ABSENT,TRUE,DECIDED,0.22577882256774182,0.29248733847149616,-0.020077405589447928,0.04328971957613598,-0.03300406678099088,0.030680131953590345,0.2574465965219155,0.013800806447668236,-0.002637497615109421
47,60,PRESENT,UNDECIDED,UNDECIDED,FALSE,UNDECIDED,0.23828282995883188,0.3194873187330776,-0.06498405755168946,0.012929787079856314,-0.05508183258948868,0.019917614304081954,0.27687168472612106,-0.026605492100061523,-0.018279958787108048
47,90,PRESENT,ABSENT,ABSENT,TRUE,DECIDED,0.25589727848489613,0.31696265518393624,-0.04858955065244669,0.016394128573878952,-0.04106408348234547,0.023746757881849823,0.2854673776977382,-0.01708154110927117,-0.007316350013716595
48,60,PRESENT,UNDECIDED,ABSENT,TRUE,DECIDED,0.25114604740425334,0.3313426213305972,-0.01658183144012948,0.06671782814835564,-0.0430918752274958,0.036811882492736814,0.2907645418411052,0.0261478079627435,-0.006247210050262646
49,60,PRESENT,UNDECIDED,UNDECIDED,FALSE,UNDECIDED,0.21496577306925638,0.30211533340919994,-0.011706964931517017,0.0691865848730473,-0.013165272369572545,0.0685209521088285,0.2567292285241909,0.031682063200076695,0.02788103985728763
49,90,PRESENT,UNDECIDED,UNDECIDED,FALSE,UNDECIDED,0.23029045912056564,0.29591320454052417,1.8834206098272688e-5,0.07110222154631018,-0.0021760265577305815,0.064833175805394,0.26563142631931086,0.03498914915712304,0.030712503257575945
49,120,PRESENT,UNDECIDED,ABSENT,TRUE,DECIDED,0.24524590912034233,0.303004858232112,0.004706419502001902,0.06398522071144547,-0.009637325043775236,0.04821380119275001,0.2743562669849734,0.03474327840350404,0.019313061392335778
50,60,PRESENT,UNDECIDED,ABSENT,TRUE,DECIDED,0.23835068537166826,0.3204927240863133,-0.022964370933298006,0.057039170628120084,-0.0324128269536752,0.04908717303471097,0.2784311460676401,0.016016728715304726,0.0113674954321367
