run_ts,profile,n_sims,n_samples,rope_lower,rope_upper,n_items_per_condition,sigma_residual,sd_participant_intercept,sd_item_intercept,sd_participant_slope,within_corr,mcmc_chains,mcmc_iter,max_workers,r_version,brms_version,stan_version
20260305_124008,ramses,100,"30,45,60,75,90,105,120",-0.1,0.1,10,0.35,0.25,0.15,0.1,0.5,2,1000,16,4.5.2,2.23.0,2.32.2
